0:38:5;33//
0:38:6;73//
0:38:7;38//
0:38:8;99//
0:38:9;87//
0:38:10;15//
0:38:11;41//
0:38:12;41//
0:38:13;79//
0:38:14;62//
0:38:15;40//
0:38:16;78//
0:38:17;80//
0:38:18;98//
0:38:19;27//
0:38:20;13//
0:38:21;66//
0:38:22;10//
0:38:23;97//
0:38:24;20//
0:38:25;48//
0:38:26;67//
0:38:27;16//
0:38:28;6//
0:38:29;67//
0:38:30;38//
0:38:31;43//
0:38:32;88//
0:38:33;3//
0:38:34;68//
0:38:35;30//
0:38:36;78//
0:38:37;62//
0:38:38;11//
0:38:39;27//
0:38:40;38//
0:38:41;35//
0:38:42;69//
0:38:43;90//
0:38:44;8//
0:38:45;70//
0:38:46;41//
0:38:47;69//
0:38:48;93//
0:38:49;35//
0:38:50;92//
0:38:51;82//
0:38:52;98//
0:38:53;30//
0:38:54;93//
0:38:55;13//
0:38:56;58//
0:38:57;92//
0:38:58;10//
0:38:59;77//
0:39:0;30//
0:39:1;54//
0:39:2;8//
0:39:3;87//
0:39:4;92//
0:39:5;29//
0:39:6;23//
0:39:7;57//
0:39:8;68//
0:39:9;13//
0:39:10;21//
0:39:11;13//
0:39:12;36//
0:39:13;87//
0:39:14;19//
0:39:15;33//
0:39:16;74//
0:39:17;42//
0:39:18;69//
0:39:19;28//
0:39:20;44//
0:39:21;50//
0:39:22;73//
0:39:23;25//
0:39:24;7//
0:39:25;80//
0:39:26;63//
0:39:27;84//
0:39:28;38//
0:39:29;22//
0:39:30;2//
0:39:31;86//
0:39:32;61//
0:39:33;92//
0:39:34;81//
0:39:35;2//
0:39:36;40//
0:39:37;20//
0:39:38;1//
0:39:39;35//
0:39:40;98//
0:39:41;69//
0:39:42;50//
0:39:43;71//
0:39:44;5//
0:39:45;67//
0:39:46;7//
0:39:47;81//
0:39:48;99//
0:39:49;46//
0:39:50;38//
0:39:51;56//
0:39:52;21//
0:39:53;62//
0:39:54;87//
0:39:55;98//
0:39:56;85//
0:39:57;71//
0:39:58;96//
0:39:59;83//
0:40:0;75//
0:40:1;27//
0:40:2;33//
0:40:3;79//
0:40:4;82//
0:40:5;95//
0:40:6;48//
0:40:7;41//
0:40:8;70//
0:40:9;25//
0:40:10;58//
0:40:11;91//
0:40:12;22//
0:40:13;70//
0:40:14;78//
0:40:15;97//
0:40:16;15//
0:40:17;54//
0:40:18;53//
0:40:19;25//
0:40:20;62//
0:40:21;58//
0:40:22;39//
0:40:23;47//
0:40:24;78//
0:40:25;1//
0:40:26;23//
0:40:27;91//
0:40:28;45//
0:40:29;35//
0:40:30;0//
0:40:31;72//
0:40:32;79//
0:40:33;26//
0:40:34;26//
0:40:35;61//
0:40:36;39//
0:40:37;50//
0:40:38;44//
0:40:39;3//
0:40:40;73//
0:40:41;94//
0:40:42;6//
0:40:43;60//
0:40:44;3//
0:40:45;31//
0:40:46;1//
0:40:47;49//
0:40:48;66//
0:40:49;38//
0:40:50;79//
0:40:51;51//
0:40:52;18//
0:40:53;41//
0:40:54;81//
0:40:55;35//
0:40:56;97//
0:40:57;34//
0:40:58;77//
0:40:59;29//
0:41:0;69//
0:41:1;14//
0:41:2;9//
0:41:3;1//
0:41:4;82//
0:41:5;31//
0:41:6;24//
0:41:7;47//
0:41:8;39//
0:41:9;29//
0:41:10;5//
0:41:11;35//
0:41:12;40//
0:41:13;72//
0:41:14;50//
0:41:15;76//
0:41:16;2//
0:41:17;88//
0:41:18;10//
0:41:19;18//
0:41:20;88//
0:41:21;34//
0:41:22;26//
0:41:23;89//
0:41:24;18//
0:41:25;59//
0:41:26;13//
0:41:27;64//
0:41:28;8//
0:41:29;4//
0:41:30;54//
0:41:31;51//
0:41:32;58//
0:41:33;53//
0:41:34;25//
0:41:35;95//
0:41:36;65//
0:41:37;76//
0:41:38;99//
0:41:39;24//
0:41:40;67//
0:41:41;38//
0:41:42;89//
0:41:43;22//
0:41:44;97//
0:41:45;17//
0:41:46;37//
0:41:47;87//
0:41:48;12//
0:41:49;19//
0:41:50;31//
0:41:51;26//
0:41:52;54//
0:41:53;42//
0:41:54;21//
0:41:55;48//
0:41:56;57//
0:41:57;74//
0:41:58;26//
0:41:59;70//
0:42:0;85//
0:42:1;76//
0:42:2;27//
0:42:3;59//
0:42:4;20//
0:42:5;54//
0:42:6;53//
0:42:7;83//
0:42:8;21//
0:42:9;95//
0:42:10;6//
0:42:11;85//
0:42:12;11//
0:42:13;87//
0:42:14;58//
0:42:15;79//
0:42:16;62//
0:42:17;41//
0:42:18;76//
0:42:19;51//
0:42:20;18//
0:42:21;24//
0:42:22;14//
0:42:23;22//
0:42:24;84//
0:42:25;91//
0:42:26;92//
0:42:27;98//
0:42:28;55//
0:42:29;62//
0:42:30;74//
0:42:31;70//
0:42:32;2//
0:42:33;59//
0:42:34;3//
0:42:35;88//
0:42:36;78//
0:42:37;70//
0:42:38;59//
0:42:39;69//
0:42:40;56//
0:42:41;33//
0:42:42;45//
0:42:43;88//
0:42:44;79//
0:42:45;42//
0:42:46;64//
0:42:47;64//
0:42:48;55//
0:42:49;26//
0:42:50;37//
0:42:51;94//
0:42:52;87//
0:42:53;9//
0:42:54;21//
0:42:55;80//
0:42:56;67//
0:42:57;46//
0:42:58;65//
0:42:59;75//
0:43:0;13//
0:43:1;19//
0:43:2;3//
0:43:3;64//
0:43:4;74//
0:43:5;41//
0:43:6;17//
0:43:7;68//
0:43:8;45//
0:43:9;48//
0:43:10;30//
0:43:11;50//
0:43:12;59//
0:43:13;99//
0:43:14;13//
0:43:15;10//
0:43:16;2//
0:43:17;49//
0:43:18;96//
0:43:19;45//
0:43:20;61//
0:43:21;22//
0:43:22;87//
0:43:23;17//
0:43:24;72//
0:43:25;57//
0:43:26;97//
0:43:27;93//
0:43:28;99//
0:43:29;42//
0:43:30;61//
0:43:31;69//
0:43:32;96//
0:43:33;6//
0:43:34;25//
0:43:35;75//
0:43:36;60//
0:43:37;86//
0:43:38;10//
0:43:39;69//
0:43:40;92//
0:43:41;38//
0:43:42;56//
0:43:43;84//
0:43:44;66//
0:43:45;48//
0:43:46;67//
0:43:47;40//
0:43:48;44//
0:43:49;7//
0:43:50;62//
0:43:51;56//
0:43:52;66//
0:43:53;16//
0:43:54;82//
0:43:55;33//
0:43:56;20//
0:43:57;38//
0:43:58;91//
0:43:59;14//
0:44:0;89//
0:44:1;13//
0:44:2;4//
0:44:3;2//
0:44:4;6//
0:44:5;18//
0:44:6;2//
0:44:7;42//
0:44:8;65//
0:44:9;29//
0:44:10;15//
0:44:11;6//
0:44:12;84//
0:44:13;24//
0:44:14;61//
0:44:15;31//
0:44:16;4//
0:44:17;3//
0:44:18;83//
0:44:19;60//
0:44:20;17//
0:44:21;71//
0:44:22;61//
0:44:23;27//
0:44:24;68//
0:44:25;62//
0:44:26;6//
0:44:27;40//
0:44:50;57//
0:44:51;21//
0:44:52;80//
0:44:53;60//
0:44:54;80//
0:44:55;86//
0:44:56;46//
0:44:57;75//
0:44:58;41//
0:44:59;87//
0:45:0;7//
0:45:1;15//
0:45:2;49//
0:45:3;27//
0:45:4;95//
0:45:5;48//
0:45:6;97//
0:45:7;2//
0:45:8;90//
0:45:9;30//
0:45:10;40//
0:45:11;6//
0:45:12;21//
0:45:13;58//
0:45:14;38//
0:45:15;37//
0:45:16;12//
0:45:17;90//
0:45:18;91//
0:45:19;39//
0:45:20;31//
0:45:21;38//
0:45:22;4//
0:45:23;58//
0:45:24;65//
0:45:25;10//
0:45:26;93//
0:45:27;91//
0:45:28;68//
11:58:33;69//
11:58:34;42//
11:58:35;24//
11:58:36;17//
11:58:37;11//
11:58:38;4//
11:58:39;61//
11:58:40;83//
11:58:41;82//
11:58:42;17//
11:58:43;86//
11:58:44;69//
11:58:45;96//
11:58:46;63//
11:58:47;87//
11:58:48;4//
11:58:49;81//
11:58:50;64//
11:58:51;21//
11:58:52;99//
11:58:53;76//
11:58:54;56//
11:58:55;42//
11:58:56;6//
11:58:57;9//
11:58:58;70//
11:58:59;38//
11:59:0;21//
11:59:1;8//
11:59:2;5//
11:59:3;66//
11:59:4;84//
11:59:5;70//
11:59:6;97//
11:59:7;93//
11:59:8;62//
11:59:9;87//
11:59:10;38//
11:59:11;84//
11:59:12;64//
11:59:13;7//
11:59:14;45//
11:59:15;7//
11:59:16;37//
11:59:17;4//
11:59:18;60//
11:59:19;72//
11:59:20;78//
11:59:21;0//
11:59:22;27//
11:59:23;62//
11:59:24;5//
11:59:25;95//
11:59:26;35//
11:59:27;61//
11:59:28;53//
11:59:29;95//
11:59:30;45//
11:59:31;20//
11:59:32;73//
11:59:33;74//
11:59:34;2//
11:59:35;20//
11:59:36;69//
11:59:37;92//
11:59:38;53//
11:59:39;91//
11:59:40;60//
11:59:41;86//
11:59:42;0//
11:59:43;87//
11:59:44;78//
11:59:45;95//
11:59:46;67//
11:59:47;13//
11:59:48;30//
11:59:49;28//
11:59:50;47//
11:59:51;1//
11:59:52;43//
11:59:53;10//
11:59:54;75//
11:59:55;78//
11:59:56;38//
11:59:57;7//
11:59:58;5//
11:59:59;36//
12:0:0;60//
12:0:1;75//
12:0:2;75//
12:0:3;42//
12:0:4;86//
12:0:5;48//
12:0:6;96//
12:0:7;70//
12:0:8;3//
12:0:9;95//
12:0:10;10//
12:0:11;8//
12:0:12;66//
12:0:13;77//
12:0:14;90//
12:0:15;85//
12:0:16;30//
12:0:17;14//
12:0:18;97//
12:0:19;90//
12:0:20;66//
12:0:21;68//
12:0:22;38//
12:0:23;53//
12:0:24;4//
12:0:25;34//
12:0:26;94//
12:0:27;96//
12:0:28;29//
12:0:29;27//
12:0:30;32//
12:0:31;84//
12:0:32;86//
12:0:33;56//
12:0:34;47//
12:0:35;28//
12:0:36;64//
12:0:37;2//
12:0:38;38//
12:0:39;13//
12:0:40;98//
12:0:41;80//
12:0:42;68//
12:0:43;14//
12:0:44;15//
12:0:45;9//
12:0:46;38//
12:0:47;24//
12:0:48;3//
12:0:49;63//
12:0:50;81//
12:0:51;98//
12:0:52;16//
12:0:53;23//
12:0:54;5//
12:0:55;13//
12:0:56;33//
12:0:57;76//
12:0:58;45//
12:0:59;88//
12:1:0;42//
12:1:1;82//
12:1:2;96//
12:1:3;39//
12:1:4;2//
12:1:5;85//
12:1:6;15//
12:1:7;22//
12:1:8;45//
12:1:9;83//
12:1:10;77//
12:1:11;85//
12:1:12;8//
12:1:13;98//
12:1:14;51//
12:1:15;68//
12:1:16;17//
12:1:17;23//
12:1:18;72//
12:1:19;36//
12:1:20;60//
12:1:21;60//
12:1:22;87//
12:1:23;19//
12:1:24;57//
12:1:25;57//
12:1:26;68//
12:1:27;89//
12:1:28;86//
12:1:29;8//
12:1:30;91//
12:1:31;11//
12:1:32;95//
12:1:33;22//
12:1:34;57//
12:1:35;23//
12:1:36;34//
12:1:37;99//
12:1:38;99//
12:1:39;43//
12:1:40;23//
12:1:41;75//
12:1:42;94//
12:1:43;3//
12:1:44;3//
12:1:45;95//
12:1:46;16//
12:1:47;39//
12:1:48;89//
12:1:49;52//
12:1:50;50//
12:1:51;11//
12:1:52;73//
12:1:53;5//
12:1:54;69//
12:1:55;67//
12:1:56;72//
12:1:57;0//
12:1:58;81//
12:1:59;78//
12:2:0;24//
12:2:1;23//
12:2:2;5//
12:2:3;24//
12:2:4;23//
12:2:5;74//
12:2:6;6//
12:2:7;56//
12:2:8;26//
12:2:9;51//
12:2:10;89//
12:2:11;62//
12:2:12;18//
12:2:13;52//
12:2:14;67//
12:2:15;91//
12:2:16;88//
12:2:17;82//
12:2:18;35//
12:2:19;77//
12:2:20;45//
12:2:21;38//
12:2:22;89//
12:2:23;4//
12:2:24;92//
12:2:25;83//
12:2:26;96//
12:2:27;89//
12:2:28;83//
12:2:29;31//
12:2:30;56//
12:2:31;35//
12:2:32;74//
12:2:33;39//
12:2:34;42//
12:2:35;20//
12:2:36;92//
12:2:37;43//
12:2:38;87//
12:2:39;40//
12:2:40;71//
12:2:41;83//
12:2:42;14//
12:2:43;17//
12:2:44;77//
12:2:45;25//
12:2:46;77//
12:2:47;99//
12:2:48;69//
12:2:49;26//
14:21:36;95//
14:21:37;30//
14:21:38;92//
14:21:39;88//
14:21:40;42//
14:21:41;98//
14:21:42;5//
14:21:43;65//
14:21:44;20//
14:21:45;91//
14:21:46;82//
14:21:47;64//
14:21:48;87//
14:21:49;85//
14:21:50;95//
14:21:51;13//
14:21:52;32//
14:21:53;42//
14:21:54;1//
14:21:55;57//
14:21:56;78//
14:21:57;70//
14:21:58;37//
14:21:59;45//
14:22:0;10//
14:22:1;9//
14:22:2;17//
14:22:3;13//
14:22:4;57//
14:22:5;48//
14:22:6;72//
14:22:7;42//
14:22:8;81//
14:22:9;98//
14:22:10;14//
14:22:11;40//
14:22:12;5//
14:22:13;18//
14:22:14;39//
14:22:15;64//
14:22:16;40//
14:22:17;63//
14:22:18;94//
14:22:19;22//
14:22:20;79//
14:22:21;44//
14:22:22;60//
14:22:23;53//
14:22:24;31//
14:22:25;60//
14:22:26;27//
14:22:27;61//
14:22:28;9//
14:22:29;39//
14:22:30;47//
14:22:31;90//
14:22:32;44//
14:22:33;22//
14:22:34;25//
14:22:35;77//
14:22:36;7//
14:22:37;98//
14:22:38;92//
14:22:39;13//
14:22:40;83//
14:22:41;78//
14:22:42;92//
14:22:43;26//
14:22:44;27//
14:22:45;51//
14:22:46;71//
14:22:47;5//
14:22:48;88//
14:22:49;74//
14:22:50;76//
14:22:51;58//
14:22:52;92//
14:22:53;45//
14:22:54;55//
14:22:55;54//
14:22:56;65//
14:22:57;42//
14:22:58;90//
14:22:59;17//
14:23:0;39//
14:23:1;7//
14:23:2;73//
14:23:3;36//
14:23:4;81//
14:23:5;47//
14:23:6;34//
14:23:7;21//
14:23:8;60//
14:23:9;98//
14:23:10;66//
14:23:11;17//
14:23:12;28//
14:23:13;58//
14:23:14;89//
14:23:15;33//
14:23:16;29//
14:23:17;26//
14:23:18;59//
14:23:19;23//
14:23:20;57//
14:23:21;52//
14:23:22;65//
14:23:23;28//
14:23:24;41//
14:23:25;50//
14:23:26;24//
14:23:27;50//
14:23:28;14//
14:23:29;48//
14:23:30;93//
14:23:31;51//
14:23:32;11//
13:46:49;49//
13:46:50;54//
13:46:51;90//
13:46:52;78//
13:46:53;42//
13:46:54;48//
13:46:55;2//
13:46:56;59//
13:46:57;61//
13:46:58;96//
13:46:59;25//
13:47:0;66//
13:47:1;7//
13:47:2;51//
13:47:3;99//
13:47:4;66//
13:47:5;91//
13:47:6;49//
13:47:7;93//
13:47:8;82//
13:47:9;56//
13:47:10;57//
13:47:11;72//
13:47:12;6//
13:47:13;17//
13:47:14;76//
13:47:15;97//
13:47:16;71//
13:47:17;7//
13:47:18;98//
13:47:19;59//
13:47:20;95//
13:47:21;29//
13:47:22;46//
13:47:23;44//
13:47:24;47//
13:47:25;65//
13:47:26;29//
13:47:27;17//
13:47:28;89//
13:47:29;90//
13:47:30;25//
13:47:31;95//
13:47:32;82//
13:47:33;26//
13:47:34;22//
13:47:35;96//
13:47:36;37//
14:25:21;95//
14:25:22;62//
14:25:23;90//
14:25:24;2//
14:25:25;97//
14:25:26;66//
14:25:27;45//
14:25:28;8//
14:25:29;52//
14:25:30;64//
14:25:31;12//
14:25:32;53//
14:25:33;82//
14:25:34;25//
14:25:35;75//
14:25:36;58//
14:25:37;37//
14:25:38;56//
14:25:39;11//
14:25:40;77//
14:25:41;43//
14:25:42;79//
14:25:43;16//
14:25:44;16//
14:25:45;75//
14:25:46;3//
14:25:47;96//
14:25:48;97//
14:25:49;50//
14:25:50;75//
14:25:51;26//
14:25:52;88//
14:25:53;2//
14:25:54;8//
14:25:55;31//
14:25:56;57//
14:25:57;89//
14:25:58;49//
14:25:59;11//
14:26:0;78//
14:26:1;34//
14:26:2;40//
14:26:3;87//
14:26:4;54//
14:26:5;6//
14:26:6;20//
14:26:7;59//
14:26:8;50//
14:26:9;89//
14:26:10;61//
14:26:11;42//
14:26:12;81//
14:26:13;5//
14:26:14;92//
14:26:15;22//
14:26:16;28//
14:26:17;32//
14:26:18;27//
14:26:19;46//
14:26:20;15//
14:26:21;77//
14:26:22;79//
14:26:23;92//
14:26:24;15//
14:26:25;10//
14:26:26;78//
14:26:27;48//
14:26:28;88//
14:26:29;46//
14:26:30;86//
14:26:31;77//
14:26:32;46//
14:26:33;92//
14:26:34;8//
14:26:35;41//
14:26:36;33//
14:26:37;41//
14:26:38;88//
14:26:39;48//
14:26:40;70//
14:26:41;66//
14:26:42;98//
14:26:43;59//
14:26:44;86//
14:26:45;54//
14:26:46;1//
14:26:47;57//
14:26:48;14//
14:26:49;60//
14:26:50;14//
14:26:51;77//
14:26:52;90//
14:26:53;8//
14:26:54;42//
14:26:55;95//
14:26:56;83//
14:26:57;11//
14:26:58;82//
14:26:59;96//
14:27:0;71//
14:27:1;34//
14:27:2;52//
14:27:3;77//
14:27:4;63//
14:27:5;80//
14:27:6;97//
14:27:7;71//
14:27:8;55//
14:27:9;0//
14:27:10;89//
14:27:11;39//
14:27:12;99//
14:27:13;48//
14:27:14;91//
14:27:15;45//
14:27:16;38//
14:27:17;49//
14:27:18;38//
14:27:19;60//
14:27:20;39//
14:27:21;47//
14:27:22;33//
14:27:23;52//
14:27:24;89//
14:27:25;46//
14:27:26;50//
14:27:27;97//
14:27:28;24//
14:27:29;8//
14:27:30;53//
14:27:31;76//
14:27:32;18//
14:27:33;38//
14:27:34;79//
14:27:35;48//
14:27:36;25//
14:27:37;32//
14:27:38;57//
14:27:39;52//
14:27:40;16//
14:27:41;74//
14:27:42;55//
14:27:43;25//
14:27:44;45//
14:27:45;15//
14:27:46;3//
14:27:47;44//
14:27:48;58//
14:27:49;33//
14:27:50;34//
14:27:51;2//
14:27:52;46//
14:27:53;40//
14:27:54;55//
14:27:55;14//
14:27:56;2